"FIPS State Code","FIPS County Code","FIPS State Name","FIPS County Name","file","file_datestamp","FSA State Code","FSA County Code","FSA County Name","Program Year","Pasture Type","Disaster Type","D2 START DATE","D2 END","D2A START DATE","D2A END","D2B START DATE","D2B END","D3A START DATE","D3A END","D3B START DATE","D3B END","D4A START DATE","D4A END","D4B START DATE","D4B END","Date of Qualifying Drought","Drought Factor","Grazing Period Start Date","Grazing Period End Date","Maximum Eligible Payment Months","Payment Factor"
"01","003","Alabama","Baldwin","2026/Counties & Pasture Types Eligible for 2026 LFP 08-28-2026.xlsx","2026-08-28","01","003","BALDWIN",2026,"Forage Sorghum","Drought",NA,NA,NA,NA,NA,NA,"2026-05-01",NA,NA,NA,NA,NA,NA,NA,"2026-05-01",3,"2026-05-01","2026-10-31",5,3
"01","003","Alabama","Baldwin","2026/Counties & Pasture Types Eligible for 2026 LFP 08-28-2026.xlsx","2026-08-28","01","003","BALDWIN",2026,"Full Season Improved Mixed Pasture","Drought",NA,NA,NA,NA,NA,NA,"2026-04-21",NA,"2026-04-21","2026-05-18",NA,NA,NA,NA,"2026-04-21",4,"2025-12-01","2026-10-15",5,4
"01","003","Alabama","Baldwin","2026/Counties & Pasture Types Eligible for 2026 LFP 08-28-2026.xlsx","2026-08-28","01","003","BALDWIN",2026,"Full Season Improved Pasture","Drought",NA,NA,NA,NA,NA,NA,"2026-04-21",NA,"2026-04-21","2026-05-18",NA,NA,NA,NA,"2026-04-21",4,"2026-04-01","2026-11-30",5,4
"01","003","Alabama","Baldwin","2026/Counties & Pasture Types Eligible for 2026 LFP 08-28-2026.xlsx","2026-08-28","01","003","BALDWIN",2026,"Long Season Small Grains","Drought",NA,NA,NA,NA,NA,NA,"2026-04-21",NA,NA,NA,NA,NA,NA,NA,"2026-04-21",3,"2025-12-01","2026-04-30",5,3
"01","003","Alabama","Baldwin","2026/Counties & Pasture Types Eligible for 2026 LFP 08-28-2026.xlsx","2026-08-28","01","003","BALDWIN",2026,"Native Pasture","Drought",NA,NA,NA,NA,NA,NA,"2026-04-21",NA,"2026-04-21","2026-05-18",NA,NA,NA,NA,"2026-04-21",4,"2026-03-01","2026-11-30",5,4
"01","003","Alabama","Baldwin","2026/Counties & Pasture Types Eligible for 2026 LFP 08-28-2026.xlsx","2026-08-28","01","003","BALDWIN",2026,"Short Season Small Grains","Drought",NA,NA,NA,NA,NA,NA,"2026-05-01",NA,NA,NA,NA,NA,NA,NA,"2026-05-01",3,"2026-05-01","2026-07-15",2,2
"01","005","Alabama","Barbour","2026/Counties & Pasture Types Eligible for 2026 LFP 08-28-2026.xlsx","2026-08-28","01","005","BARBOUR",2026,"Annual Crabgrass","Drought",NA,NA,"2026-03-01","2026-03-28",NA,NA,"2026-03-31",NA,"2026-03-31","2026-04-27",NA,NA,NA,NA,"2026-03-28",4,"2026-03-01","2026-11-30",5,4
"01","005","Alabama","Barbour","2026/Counties & Pasture Types Eligible for 2026 LFP 08-28-2026.xlsx","2026-08-28","01","005","BARBOUR",2026,"Annual Ryegrass","Drought",NA,NA,"2026-01-06","2026-02-02","2026-01-06","2026-02-23","2025-12-01",NA,"2025-12-01","2026-04-27",NA,NA,NA,NA,"2025-12-01",4,"2025-12-01","2026-04-30",5,4
"01","005","Alabama","Barbour","2026/Counties & Pasture Types Eligible for 2026 LFP 08-28-2026.xlsx","2026-08-28","01","005","BARBOUR",2026,"Forage Sorghum","Drought",NA,NA,NA,NA,NA,NA,"2026-05-01",NA,NA,NA,NA,NA,NA,NA,"2026-05-01",3,"2026-05-01","2026-10-31",5,3
"01","005","Alabama","Barbour","2026/Counties & Pasture Types Eligible for 2026 LFP 08-28-2026.xlsx","2026-08-28","01","005","BARBOUR",2026,"Full Season Improved Mixed Pasture","Drought",NA,NA,"2026-01-06","2026-02-02","2026-01-06","2026-02-23","2025-12-01",NA,"2025-12-01","2026-04-27",NA,NA,NA,NA,"2025-12-01",4,"2025-12-01","2026-10-15",5,4
"01","005","Alabama","Barbour","2026/Counties & Pasture Types Eligible for 2026 LFP 08-28-2026.xlsx","2026-08-28","01","005","BARBOUR",2026,"Full Season Improved Pasture","Drought",NA,NA,NA,NA,NA,NA,"2026-04-01",NA,"2026-04-01","2026-05-04",NA,NA,NA,NA,"2026-04-01",4,"2026-04-01","2026-11-30",5,4
"01","005","Alabama","Barbour","2026/Counties & Pasture Types Eligible for 2026 LFP 08-28-2026.xlsx","2026-08-28","01","005","BARBOUR",2026,"Long Season Small Grains","Drought",NA,NA,"2026-01-06","2026-02-02","2026-01-06","2026-02-23","2025-12-01",NA,"2025-12-01","2026-04-27",NA,NA,NA,NA,"2025-12-01",4,"2025-12-01","2026-04-30",5,4
"01","005","Alabama","Barbour","2026/Counties & Pasture Types Eligible for 2026 LFP 08-28-2026.xlsx","2026-08-28","01","005","BARBOUR",2026,"Native Pasture","Drought",NA,NA,"2026-03-01","2026-03-28",NA,NA,"2026-03-31",NA,"2026-03-31","2026-04-27",NA,NA,NA,NA,"2026-03-28",4,"2026-03-01","2026-11-30",5,4
"01","005","Alabama","Barbour","2026/Counties & Pasture Types Eligible for 2026 LFP 08-28-2026.xlsx","2026-08-28","01","005","BARBOUR",2026,"Short Season Small Grains","Drought",NA,NA,NA,NA,NA,NA,"2026-05-01",NA,NA,NA,NA,NA,NA,NA,"2026-05-01",3,"2026-05-01","2026-07-15",2,2
"01","007","Alabama","Bibb","2026/Counties & Pasture Types Eligible for 2026 LFP 08-28-2026.xlsx","2026-08-28","01","007","BIBB",2026,"Annual Crabgrass","Drought",NA,NA,NA,NA,NA,NA,"2026-04-21",NA,NA,NA,NA,NA,NA,NA,"2026-04-21",3,"2026-03-01","2026-11-30",5,3
"01","007","Alabama","Bibb","2026/Counties & Pasture Types Eligible for 2026 LFP 08-28-2026.xlsx","2026-08-28","01","007","BIBB",2026,"Annual Ryegrass","Drought",NA,NA,"2025-12-01","2025-12-28",NA,NA,"2026-04-21",NA,NA,NA,NA,NA,NA,NA,"2025-12-28",3,"2025-12-01","2026-04-30",5,3
"01","007","Alabama","Bibb","2026/Counties & Pasture Types Eligible for 2026 LFP 08-28-2026.xlsx","2026-08-28","01","007","BIBB",2026,"Forage Sorghum","Drought",NA,NA,NA,NA,NA,NA,"2026-05-01",NA,NA,NA,NA,NA,NA,NA,"2026-05-01",3,"2026-05-01","2026-10-31",5,3
"01","007","Alabama","Bibb","2026/Counties & Pasture Types Eligible for 2026 LFP 08-28-2026.xlsx","2026-08-28","01","007","BIBB",2026,"Full Season Improved Mixed Pasture","Drought",NA,NA,"2025-12-01","2025-12-28",NA,NA,"2026-04-21",NA,NA,NA,NA,NA,NA,NA,"2025-12-28",3,"2025-12-01","2026-10-15",5,3
"01","007","Alabama","Bibb","2026/Counties & Pasture Types Eligible for 2026 LFP 08-28-2026.xlsx","2026-08-28","01","007","BIBB",2026,"Full Season Improved Pasture","Drought",NA,NA,NA,NA,NA,NA,"2026-04-21",NA,NA,NA,NA,NA,NA,NA,"2026-04-21",3,"2026-04-01","2026-11-30",5,3
"01","007","Alabama","Bibb","2026/Counties & Pasture Types Eligible for 2026 LFP 08-28-2026.xlsx","2026-08-28","01","007","BIBB",2026,"Long Season Small Grains","Drought",NA,NA,"2025-12-01","2025-12-28",NA,NA,"2026-04-21",NA,NA,NA,NA,NA,NA,NA,"2025-12-28",3,"2025-12-01","2026-04-30",5,3
"01","007","Alabama","Bibb","2026/Counties & Pasture Types Eligible for 2026 LFP 08-28-2026.xlsx","2026-08-28","01","007","BIBB",2026,"Native Pasture","Drought",NA,NA,NA,NA,NA,NA,"2026-04-21",NA,NA,NA,NA,NA,NA,NA,"2026-04-21",3,"2026-03-01","2026-11-30",5,3
"01","007","Alabama","Bibb","2026/Counties & Pasture Types Eligible for 2026 LFP 08-28-2026.xlsx","2026-08-28","01","007","BIBB",2026,"Short Season Small Grains","Drought",NA,NA,NA,NA,NA,NA,"2026-05-01",NA,NA,NA,NA,NA,NA,NA,"2026-05-01",3,"2026-05-01","2026-07-15",2,2
"01","011","Alabama","Bullock","2026/Counties & Pasture Types Eligible for 2026 LFP 08-28-2026.xlsx","2026-08-28","01","011","BULLOCK",2026,"Annual Crabgrass","Drought",NA,NA,"2026-03-03","2026-03-30",NA,NA,"2026-03-01",NA,"2026-03-01","2026-04-27",NA,NA,NA,NA,"2026-03-01",4,"2026-03-01","2026-11-30",5,4
"01","011","Alabama","Bullock","2026/Counties & Pasture Types Eligible for 2026 LFP 08-28-2026.xlsx","2026-08-28","01","011","BULLOCK",2026,"Annual Ryegrass","Drought",NA,NA,"2025-12-01","2025-12-28","2025-12-02","2026-01-19","2026-01-20",NA,"2026-01-20","2026-03-02",NA,NA,NA,NA,"2025-12-28",4,"2025-12-01","2026-04-30",5,4
"01","011","Alabama","Bullock","2026/Counties & Pasture Types Eligible for 2026 LFP 08-28-2026.xlsx","2026-08-28","01","011","BULLOCK",2026,"Forage Sorghum","Drought",NA,NA,NA,NA,NA,NA,"2026-05-01",NA,NA,NA,NA,NA,NA,NA,"2026-05-01",3,"2026-05-01","2026-10-31",5,3
"01","011","Alabama","Bullock","2026/Counties & Pasture Types Eligible for 2026 LFP 08-28-2026.xlsx","2026-08-28","01","011","BULLOCK",2026,"Full Season Improved Mixed Pasture","Drought",NA,NA,"2025-12-01","2025-12-28","2025-12-02","2026-01-19","2026-01-20",NA,"2026-01-20","2026-03-02",NA,NA,NA,NA,"2025-12-28",4,"2025-12-01","2026-10-15",5,4
"01","011","Alabama","Bullock","2026/Counties & Pasture Types Eligible for 2026 LFP 08-28-2026.xlsx","2026-08-28","01","011","BULLOCK",2026,"Full Season Improved Pasture","Drought",NA,NA,NA,NA,NA,NA,"2026-04-01",NA,"2026-04-01","2026-05-04",NA,NA,NA,NA,"2026-04-01",4,"2026-04-01","2026-11-30",5,4
"01","011","Alabama","Bullock","2026/Counties & Pasture Types Eligible for 2026 LFP 08-28-2026.xlsx","2026-08-28","01","011","BULLOCK",2026,"Long Season Small Grains","Drought",NA,NA,"2025-12-01","2025-12-28","2025-12-02","2026-01-19","2026-01-20",NA,"2026-01-20","2026-03-02",NA,NA,NA,NA,"2025-12-28",4,"2025-12-01","2026-04-30",5,4
"01","011","Alabama","Bullock","2026/Counties & Pasture Types Eligible for 2026 LFP 08-28-2026.xlsx","2026-08-28","01","011","BULLOCK",2026,"Native Pasture","Drought",NA,NA,"2026-03-03","2026-03-30",NA,NA,"2026-03-01",NA,"2026-03-01","2026-04-27",NA,NA,NA,NA,"2026-03-01",4,"2026-03-01","2026-11-30",5,4
"01","011","Alabama","Bullock","2026/Counties & Pasture Types Eligible for 2026 LFP 08-28-2026.xlsx","2026-08-28","01","011","BULLOCK",2026,"Short Season Small Grains","Drought",NA,NA,NA,NA,NA,NA,"2026-05-01",NA,NA,NA,NA,NA,NA,NA,"2026-05-01",3,"2026-05-01","2026-07-15",2,2
"01","013","Alabama","Butler","2026/Counties & Pasture Types Eligible for 2026 LFP 08-28-2026.xlsx","2026-08-28","01","013","BUTLER",2026,"Annual Crabgrass","Drought",NA,NA,NA,NA,NA,NA,"2026-03-01",NA,"2026-03-01","2026-03-30",NA,NA,NA,NA,"2026-03-01",4,"2026-03-01","2026-11-30",5,4
"01","013","Alabama","Butler","2026/Counties & Pasture Types Eligible for 2026 LFP 08-28-2026.xlsx","2026-08-28","01","013","BUTLER",2026,"Annual Ryegrass","Drought",NA,NA,"2026-01-06","2026-02-02",NA,NA,"2025-12-01",NA,"2025-12-01","2026-03-09",NA,NA,NA,NA,"2025-12-01",4,"2025-12-01","2026-04-30",5,4
"01","013","Alabama","Butler","2026/Counties & Pasture Types Eligible for 2026 LFP 08-28-2026.xlsx","2026-08-28","01","013","BUTLER",2026,"Forage Sorghum","Drought",NA,NA,NA,NA,NA,NA,"2026-05-01",NA,NA,NA,NA,NA,NA,NA,"2026-05-01",3,"2026-05-01","2026-10-31",5,3
"01","013","Alabama","Butler","2026/Counties & Pasture Types Eligible for 2026 LFP 08-28-2026.xlsx","2026-08-28","01","013","BUTLER",2026,"Full Season Improved Mixed Pasture","Drought",NA,NA,"2026-01-06","2026-02-02",NA,NA,"2025-12-01",NA,"2025-12-01","2026-03-09",NA,NA,NA,NA,"2025-12-01",4,"2025-12-01","2026-10-15",5,4
"01","013","Alabama","Butler","2026/Counties & Pasture Types Eligible for 2026 LFP 08-28-2026.xlsx","2026-08-28","01","013","BUTLER",2026,"Full Season Improved Pasture","Drought",NA,NA,NA,NA,NA,NA,"2026-04-01",NA,"2026-04-01","2026-05-04",NA,NA,NA,NA,"2026-04-01",4,"2026-04-01","2026-11-30",5,4
"01","013","Alabama","Butler","2026/Counties & Pasture Types Eligible for 2026 LFP 08-28-2026.xlsx","2026-08-28","01","013","BUTLER",2026,"Long Season Small Grains","Drought",NA,NA,"2026-01-06","2026-02-02",NA,NA,"2025-12-01",NA,"2025-12-01","2026-03-09",NA,NA,NA,NA,"2025-12-01",4,"2025-12-01","2026-04-30",5,4
"01","013","Alabama","Butler","2026/Counties & Pasture Types Eligible for 2026 LFP 08-28-2026.xlsx","2026-08-28","01","013","BUTLER",2026,"Native Pasture","Drought",NA,NA,NA,NA,NA,NA,"2026-03-01",NA,"2026-03-01","2026-03-30",NA,NA,NA,NA,"2026-03-01",4,"2026-03-01","2026-11-30",5,4
"01","013","Alabama","Butler","2026/Counties & Pasture Types Eligible for 2026 LFP 08-28-2026.xlsx","2026-08-28","01","013","BUTLER",2026,"Short Season Small Grains","Drought",NA,NA,NA,NA,NA,NA,"2026-05-01",NA,NA,NA,NA,NA,NA,NA,"2026-05-01",3,"2026-05-01","2026-07-15",2,2
"01","015","Alabama","Calhoun","2026/Counties & Pasture Types Eligible for 2026 LFP 08-28-2026.xlsx","2026-08-28","01","015","CALHOUN",2026,"Annual Crabgrass","Drought",NA,NA,"2026-04-21","2026-05-18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2026-05-18",1,"2026-03-01","2026-11-30",5,1
"01","015","Alabama","Calhoun","2026/Counties & Pasture Types Eligible for 2026 LFP 08-28-2026.xlsx","2026-08-28","01","015","CALHOUN",2026,"Full Season Improved Mixed Pasture","Drought",NA,NA,"2026-04-21","2026-05-18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2026-05-18",1,"2025-12-01","2026-10-15",5,1
"01","015","Alabama","Calhoun","2026/Counties & Pasture Types Eligible for 2026 LFP 08-28-2026.xlsx","2026-08-28","01","015","CALHOUN",2026,"Full Season Improved Pasture","Drought",NA,NA,"2026-04-21","2026-05-18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2026-05-18",1,"2026-04-01","2026-11-30",5,1
"01","015","Alabama","Calhoun","2026/Counties & Pasture Types Eligible for 2026 LFP 08-28-2026.xlsx","2026-08-28","01","015","CALHOUN",2026,"Native Pasture","Drought",NA,NA,"2026-04-21","2026-05-18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2026-05-18",1,"2026-03-01","2026-11-30",5,1
"01","017","Alabama","Chambers","2026/Counties & Pasture Types Eligible for 2026 LFP 08-28-2026.xlsx","2026-08-28","01","017","CHAMBERS",2026,"Annual Crabgrass","Drought",NA,NA,NA,NA,NA,NA,"2026-03-01",NA,"2026-03-01","2026-03-30",NA,NA,NA,NA,"2026-03-01",4,"2026-03-01","2026-11-30",5,4
"01","017","Alabama","Chambers","2026/Counties & Pasture Types Eligible for 2026 LFP 08-28-2026.xlsx","2026-08-28","01","017","CHAMBERS",2026,"Annual Ryegrass","Drought",NA,NA,"2025-12-01","2025-12-28","2025-12-02","2026-01-19","2026-01-20",NA,"2026-01-20","2026-02-16",NA,NA,NA,NA,"2025-12-28",4,"2025-12-01","2026-04-30",5,4
"01","017","Alabama","Chambers","2026/Counties & Pasture Types Eligible for 2026 LFP 08-28-2026.xlsx","2026-08-28","01","017","CHAMBERS",2026,"Forage Sorghum","Drought",NA,NA,NA,NA,NA,NA,"2026-05-01",NA,NA,NA,NA,NA,NA,NA,"2026-05-01",3,"2026-05-01","2026-10-31",5,3
"01","017","Alabama","Chambers","2026/Counties & Pasture Types Eligible for 2026 LFP 08-28-2026.xlsx","2026-08-28","01","017","CHAMBERS",2026,"Full Season Improved Mixed Pasture","Drought",NA,NA,"2025-12-01","2025-12-28","2025-12-02","2026-01-19","2026-01-20",NA,"2026-01-20","2026-02-16",NA,NA,NA,NA,"2025-12-28",4,"2025-12-01","2026-10-15",5,4
"01","017","Alabama","Chambers","2026/Counties & Pasture Types Eligible for 2026 LFP 08-28-2026.xlsx","2026-08-28","01","017","CHAMBERS",2026,"Full Season Improved Pasture","Drought",NA,NA,NA,NA,NA,NA,"2026-04-01",NA,"2026-04-01","2026-05-04",NA,NA,NA,NA,"2026-04-01",4,"2026-04-01","2026-11-30",5,4
"01","017","Alabama","Chambers","2026/Counties & Pasture Types Eligible for 2026 LFP 08-28-2026.xlsx","2026-08-28","01","017","CHAMBERS",2026,"Long Season Small Grains","Drought",NA,NA,"2025-12-01","2025-12-28","2025-12-02","2026-01-19","2026-01-20",NA,"2026-01-20","2026-02-16",NA,NA,NA,NA,"2025-12-28",4,"2025-12-01","2026-04-30",5,4
"01","017","Alabama","Chambers","2026/Counties & Pasture Types Eligible for 2026 LFP 08-28-2026.xlsx","2026-08-28","01","017","CHAMBERS",2026,"Native Pasture","Drought",NA,NA,NA,NA,NA,NA,"2026-03-01",NA,"2026-03-01","2026-03-30",NA,NA,NA,NA,"2026-03-01",4,"2026-03-01","2026-11-30",5,4
"01","017","Alabama","Chambers","2026/Counties & Pasture Types Eligible for 2026 LFP 08-28-2026.xlsx","2026-08-28","01","017","CHAMBERS",2026,"Short Season Small Grains","Drought",NA,NA,NA,NA,NA,NA,"2026-05-01",NA,NA,NA,NA,NA,NA,NA,"2026-05-01",3,"2026-05-01","2026-07-15",2,2
"01","019","Alabama","Cherokee","2026/Counties & Pasture Types Eligible for 2026 LFP 08-28-2026.xlsx","2026-08-28","01","019","CHEROKEE",2026,"Annual Crabgrass","Drought",NA,NA,"2026-03-01","2026-03-28","2026-03-03","2026-04-27","2026-04-28",NA,NA,NA,NA,NA,NA,NA,"2026-03-28",3,"2026-03-01","2026-11-30",5,3
"01","019","Alabama","Cherokee","2026/Counties & Pasture Types Eligible for 2026 LFP 08-28-2026.xlsx","2026-08-28","01","019","CHEROKEE",2026,"Annual Ryegrass","Drought",NA,NA,"2026-02-17","2026-03-16","2026-02-17","2026-04-13","2026-04-28",NA,NA,NA,NA,NA,NA,NA,"2026-03-16",3,"2025-12-01","2026-04-30",5,3
"01","019","Alabama","Cherokee","2026/Counties & Pasture Types Eligible for 2026 LFP 08-28-2026.xlsx","2026-08-28","01","019","CHEROKEE",2026,"Forage Sorghum","Drought",NA,NA,NA,NA,NA,NA,"2026-05-01",NA,NA,NA,NA,NA,NA,NA,"2026-05-01",3,"2026-05-01","2026-10-31",5,3
"01","019","Alabama","Cherokee","2026/Counties & Pasture Types Eligible for 2026 LFP 08-28-2026.xlsx","2026-08-28","01","019","CHEROKEE",2026,"Full Season Improved Mixed Pasture","Drought",NA,NA,"2026-02-17","2026-03-16","2026-02-17","2026-04-13","2026-04-28",NA,NA,NA,NA,NA,NA,NA,"2026-03-16",3,"2025-12-01","2026-10-15",5,3
"01","019","Alabama","Cherokee","2026/Counties & Pasture Types Eligible for 2026 LFP 08-28-2026.xlsx","2026-08-28","01","019","CHEROKEE",2026,"Full Season Improved Pasture","Drought",NA,NA,NA,NA,NA,NA,"2026-04-28",NA,NA,NA,NA,NA,NA,NA,"2026-04-28",3,"2026-04-01","2026-11-30",5,3
"01","019","Alabama","Cherokee","2026/Counties & Pasture Types Eligible for 2026 LFP 08-28-2026.xlsx","2026-08-28","01","019","CHEROKEE",2026,"Long Season Small Grains","Drought",NA,NA,"2026-02-17","2026-03-16","2026-02-17","2026-04-13","2026-04-28",NA,NA,NA,NA,NA,NA,NA,"2026-03-16",3,"2025-12-01","2026-04-30",5,3
"01","019","Alabama","Cherokee","2026/Counties & Pasture Types Eligible for 2026 LFP 08-28-2026.xlsx","2026-08-28","01","019","CHEROKEE",2026,"Native Pasture","Drought",NA,NA,"2026-03-01","2026-03-28","2026-03-03","2026-04-27","2026-04-28",NA,NA,NA,NA,NA,NA,NA,"2026-03-28",3,"2026-03-01","2026-11-30",5,3
"01","019","Alabama","Cherokee","2026/Counties & Pasture Types Eligible for 2026 LFP 08-28-2026.xlsx","2026-08-28","01","019","CHEROKEE",2026,"Short Season Small Grains","Drought",NA,NA,NA,NA,NA,NA,"2026-05-01",NA,NA,NA,NA,NA,NA,NA,"2026-05-01",3,"2026-05-01","2026-07-15",2,2
"01","021","Alabama","Chilton","2026/Counties & Pasture Types Eligible for 2026 LFP 08-28-2026.xlsx","2026-08-28","01","021","CHILTON",2026,"Annual Crabgrass","Drought",NA,NA,NA,NA,NA,NA,"2026-04-21",NA,NA,NA,NA,NA,NA,NA,"2026-04-21",3,"2026-03-01","2026-11-30",5,3
"01","021","Alabama","Chilton","2026/Counties & Pasture Types Eligible for 2026 LFP 08-28-2026.xlsx","2026-08-28","01","021","CHILTON",2026,"Annual Ryegrass","Drought",NA,NA,NA,NA,NA,NA,"2026-04-21",NA,NA,NA,NA,NA,NA,NA,"2026-04-21",3,"2025-12-01","2026-04-30",5,3
"01","021","Alabama","Chilton","2026/Counties & Pasture Types Eligible for 2026 LFP 08-28-2026.xlsx","2026-08-28","01","021","CHILTON",2026,"Forage Sorghum","Drought",NA,NA,NA,NA,NA,NA,"2026-05-01",NA,NA,NA,NA,NA,NA,NA,"2026-05-01",3,"2026-05-01","2026-10-31",5,3
"01","021","Alabama","Chilton","2026/Counties & Pasture Types Eligible for 2026 LFP 08-28-2026.xlsx","2026-08-28","01","021","CHILTON",2026,"Full Season Improved Mixed Pasture","Drought",NA,NA,NA,NA,NA,NA,"2026-04-21",NA,NA,NA,NA,NA,NA,NA,"2026-04-21",3,"2025-12-01","2026-10-15",5,3
"01","021","Alabama","Chilton","2026/Counties & Pasture Types Eligible for 2026 LFP 08-28-2026.xlsx","2026-08-28","01","021","CHILTON",2026,"Full Season Improved Pasture","Drought",NA,NA,NA,NA,NA,NA,"2026-04-21",NA,NA,NA,NA,NA,NA,NA,"2026-04-21",3,"2026-04-01","2026-11-30",5,3
"01","021","Alabama","Chilton","2026/Counties & Pasture Types Eligible for 2026 LFP 08-28-2026.xlsx","2026-08-28","01","021","CHILTON",2026,"Long Season Small Grains","Drought",NA,NA,NA,NA,NA,NA,"2026-04-21",NA,NA,NA,NA,NA,NA,NA,"2026-04-21",3,"2025-12-01","2026-04-30",5,3
"01","021","Alabama","Chilton","2026/Counties & Pasture Types Eligible for 2026 LFP 08-28-2026.xlsx","2026-08-28","01","021","CHILTON",2026,"Native Pasture","Drought",NA,NA,NA,NA,NA,NA,"2026-04-21",NA,NA,NA,NA,NA,NA,NA,"2026-04-21",3,"2026-03-01","2026-11-30",5,3
"01","021","Alabama","Chilton","2026/Counties & Pasture Types Eligible for 2026 LFP 08-28-2026.xlsx","2026-08-28","01","021","CHILTON",2026,"Short Season Small Grains","Drought",NA,NA,NA,NA,NA,NA,"2026-05-01",NA,NA,NA,NA,NA,NA,NA,"2026-05-01",3,"2026-05-01","2026-07-15",2,2
"01","023","Alabama","Choctaw","2026/Counties & Pasture Types Eligible for 2026 LFP 08-28-2026.xlsx","2026-08-28","01","023","CHOCTAW",2026,"Annual Crabgrass","Drought",NA,NA,"2026-03-01","2026-03-28","2026-03-03","2026-04-20","2026-04-21",NA,NA,NA,NA,NA,NA,NA,"2026-03-28",3,"2026-03-01","2026-11-30",5,3
